,Avg_RNFLThickness,Image_Filename,Actual_Class
0,125.1187193627451,gen_179.jpg,1
1,102.67633176317402,gen_170.jpg,1
2,101.48435106464461,gen_202.jpg,1
3,90.69644703584558,gen_155.jpg,1
4,97.92468501072304,gen_220.jpg,1
5,124.01266659007354,gen_196.jpg,1
6,93.34417604932598,gen_167.jpg,1
7,80.71672028186275,gen_211.jpg,1
8,105.04437614889707,gen_184.jpg,1
9,130.76399260876224,gen_158.jpg,1
10,101.5142702588848,gen_178.jpg,1
11,104.39489028033088,gen_150.jpg,1
12,94.66756184895833,gen_160.jpg,1
13,115.83527209712008,gen_172.jpg,1
14,83.01415536917892,gen_182.jpg,1
15,97.44226792279412,gen_165.jpg,1
16,94.75552428002452,gen_149.jpg,1
17,111.5045285692402,gen_169.jpg,1
18,111.2109614353554,gen_161.jpg,1
19,107.88598154105391,gen_151.jpg,1
20,114.8797727098652,gen_219.jpg,1
21,103.21822820925246,gen_159.jpg,1
22,107.3126101026348,gen_197.jpg,1
23,93.47486308976715,gen_166.jpg,1
24,115.01081878063727,gen_191.jpg,1
25,94.18741861979167,gen_200.jpg,1
26,119.59551642922794,gen_199.jpg,1
27,97.93318206188725,gen_213.jpg,1
28,78.10836492800244,gen_190.jpg,1
29,113.37806851256127,gen_208.jpg,1
30,110.67241593903186,gen_183.jpg,1
31,112.97475777420343,gen_153.jpg,1
32,108.28989066329657,gen_189.jpg,1
33,101.80556353400735,gen_214.jpg,1
34,107.54131242340686,gen_223.jpg,1
35,81.42113779105392,gen_218.jpg,1
36,113.08557846966912,gen_207.jpg,1
37,109.31695676317402,gen_174.jpg,1
38,78.5943723192402,gen_188.jpg,1
39,83.72754863664215,gen_192.jpg,1
40,99.87326229319854,gen_224.jpg,1
41,98.60827876072304,gen_206.jpg,1
42,109.2230104932598,gen_193.jpg,1
43,116.58839805453431,gen_168.jpg,1
44,99.47749119178921,gen_201.jpg,1
45,115.09112189797793,gen_209.jpg,1
46,106.39361213235294,gen_181.jpg,1
47,93.55791877297794,gen_221.jpg,1
48,105.92998429840685,gen_177.jpg,1
49,78.5928165211397,gen_187.jpg,1
50,114.93482402726715,gen_152.jpg,1
51,98.12765682444854,gen_157.jpg,1
52,88.78867953431372,gen_164.jpg,1
53,102.47060738357843,gen_148.jpg,1
54,90.96200980392156,gen_154.jpg,1
